Titre;Réalisateur;Adresse;Organisme Demandeur;Type de tournage;Arrondissement;Date debut;Date fin;xy
LES HOMMES DE L'OMBRE;FRED GARSON;PLACE  DE LA BATAILLE DE STALINGRAD;MACONDO;SERIE TELEVISEE;75019;2016-04-11;2016-04-11;48.883612, 2.369581
LES HOMMES DE L'OMBRE;FRED GARSON;BERGES*  DU QUAI DE LA LOIRE;MACONDO;SERIE TELEVISEE;75019;2016-04-11;2016-04-11;48.885571, 2.375345
LES HOMMES DE L'OMBRE;FRED GARSON;8/12  RUE  NICOLE REINE LEPAUTE;MACONDO;SERIE TELEVISEE;75013;2016-04-13;2016-04-13;48.826391, 2.380981
LES HOMMES DE L'OMBRE;FRED GARSON;PONT  DE BERCY;MACONDO;SERIE TELEVISEE;75012;2016-04-15;2016-04-15;48.832325, 2.383423
PROFILAGE - SAISON 7/N° 70 ET 71;VINCENT JAMAIN;PONT  DE LA TOURNELLE;BEAUBOUG AUDIOVISUEL;SERIE TELEVISEE;75005;2016-04-15;2016-04-15;48.850009, 2.355297
IN AMERICA;VINCENT PRIMAULT;293  AVENUE  DAUMESNIL;MAKING PROD;SERIE TELEVISEE;75012;2016-04-18;2016-04-18;48.834895, 2.408481
CHEFS - SAISON 2;ARNAUD MALHERBE;36  BOULEVARD  BONNE NOUVELLE;CALT PRODUCTION;SERIE TELEVISEE;75010;2016-05-02;2016-05-04;48.870727, 2.349059
04:04:02;SOPHIE LEVY;STADE*  DU POLYGONE/BOIS DE VINCENNES;SOFILMS;SERIE TELEVISEE;75012;2016-05-06;2016-05-06;48.834759, 2.430796
MUNCH;GABRIEL LAFERRIERE;RUE  MARIE ROSE;EXILENE FILMS;SERIE TELEVISEE;75014;2016-05-13;2016-05-13;48.826457, 2.330359
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;16  RUE  DES MARTYRS;DEMD PRODUCTIONS;SERIE TELEVISEE;75009;2016-05-23;2016-05-23;48.877569, 2.339541
THE COLLECTION;DAN ZEFF;RUE  ANDRE ANTOINE;FEDERATION ENTERTAINMENT;SERIE TELEVISEE;75018;2016-05-24;2016-05-24;48.88377, 2.337688
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;1  RUE  FERDINAND GAMBON;SON ET LUMIERE;SERIE TELEVISEE;75020;2016-05-25;2016-05-25;48.853077, 2.407354
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;2  RUE  PANHARD;DEMD PRODUCTIONS;SERIE TELEVISEE;75013;2016-06-03;2016-06-03;48.838779, 2.359524
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;8 BIS  RUE  SEDAIN E;DEMD PRODUCTIONS;SERIE TELEVISEE;75011;2016-06-06;2016-06-06;48.855589, 2.371411
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;14  CITE  DUPETIT THOUARS;DEMD PRODUCTIONS;SERIE TELEVISEE;75003;2016-06-08;2016-06-10;48.86625, 2.362594
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;2  RUE  JASMIN;CINETEVE;SERIE TELEVISEE;75016;2016-06-10;2016-06-10;48.851896, 2.266299
CHEFS - SAISON 2;ARNAUD MALHERBE;24  RUE  VICTOR MASSE;CALT PRODUCTION;SERIE TELEVISEE;75009;2016-06-21;2016-06-21;48.880901, 2.338061
JOSEPHINE ANGE GARDIEN/EPISODE 82;PHILIPPE PROTEAU;RUE  DU PARC DE MONTSOURIS;DEMD PRODUCTIONS;SERIE TELEVISEE;75014;2016-06-28;2016-06-28;48.822372, 2.334367
CHEFS - SAISON 2;ARNAUD MALHERBE;3  VILLA  MARCEL LODS;CALT PRODUCTION;SERIE TELEVISEE;75019;2016-07-01;2016-07-01;48.875419, 2.377377
CHEFS - SAISON 2;ARNAUD MALHERBE;HOTEL  DE LAUZUN;CALT PRODUCTION;SERIE TELEVISEE;75004;2016-07-02;2016-07-02;48.856896, 2.351081
L'ART DU CRIME;CHARLOTTE BRANDSTROM;RUE  GASTON SAINT PAUL;GAUMONT TELEVISION;SERIE TELEVISEE;75016;2016-07-04;2016-07-04;48.864477, 2.298545
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;254  RUE  DU FAUBOURG SAINT ANTOINE;CINETEVE;SERIE TELEVISEE;75012;2016-07-08;2016-07-08;48.848965, 2.391021
CLEM/SAISON 7;CHRISTOPHE CAMPOS;RUE  DES NANETTES /CONDILLAC;MERLIN PRODUCTIONS;SERIE TELEVISEE;75011;2016-07-11;2016-07-11;48.864409, 2.383377
L'ART DU CRIME;CHARLOTTE BRANDSTROM;8  RUE  ANDRE ANTOINE;GAUMONT TELEVISION;SERIE TELEVISEE;75018;2016-07-15;2016-07-15;48.883103, 2.337636
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;10  RUE  FROMENTIN;SON ET LUMIERE;SERIE TELEVISEE;75009;2016-07-19;2016-07-20;48.882596, 2.334763
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;37  BOULEVARD  DE CLICHY;SON ET LUMIERE;SERIE TELEVISEE;75009;2016-07-19;2016-07-20;48.882788, 2.33523
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;40  RUE  NOTRE DAME;CINETEVE;SERIE TELEVISEE;75002;2016-07-19;2016-07-19;48.868876, 2.342135
PROFILAGE/N°72;SIMON ASTIER;BOIS*  DE BOULOGNE;BEAUBOUG AUDIOVISUEL;SERIE TELEVISEE;75016;2016-07-19;2016-07-19;48.875133, 2.286885
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;6  RUE  BREY;CINETEVE;SERIE TELEVISEE;75017;2016-07-21;2016-07-21;48.876242, 2.296183
INSIDE/OUT;MICHEL REILHAC;SQUARE  LOUISE MICHEL;SMALL BANG;SERIE TELEVISEE;75018;2016-07-21;2016-07-21;
INSIDE/OUT;MICHEL REILHAC;PARC  DE BELLEVILLE ET BELVEDERE;SMALL BANG;SERIE TELEVISEE;75020;2016-07-22;2016-07-22;
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;4  BOULEVARD  DU PALAIS/PALAIS DE JUSTICE;SON ET LUMIERE;SERIE TELEVISEE;75001;2016-07-30;2016-07-30;48.855732, 2.345992
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;15  PLACE  DAUPHINE/4 BD DU PALAIS/REST.LE PAUL;SON ET LUMIERE;SERIE TELEVISEE;75001;2016-07-30;2016-07-30;
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SQUARE  DE LA PLACE DAUPHINE;SON ET LUMIERE;SERIE TELEVISEE;75001;2016-07-30;2016-07-30;48.856822, 2.342303
BLACKPILLS/VIRGIN;NATH DUMONT;93 ET 102  AVENUE  DES CHAMPS ELYSEES;TOGETHER MEDIA 2;SERIE TELEVISEE;75008;2016-08-01;2016-08-02;48.871839, 2.30228
RED OAKS;HALL HARTLEY;PLACE  DU TROCADERO;FIRSTEP;SERIE TELEVISEE;75016;2016-08-04;2016-08-04;48.862548, 2.28222
RED OAKS;HALL HARTLEY;1  RUE  DE CASTIGLIONE;FIRSTEP;SERIE TELEVISEE;75001;2016-08-04;2016-08-04;48.865506, 2.327274
RED OAKS;HALL HARTLEY;EGLISE  SAINT PAUL;FIRSTEP;SERIE TELEVISEE;75004;2016-08-04;2016-08-04;48.853633, 2.361774
INSIDE/OUT;MICHEL REILHAC;BERGES*  DU CANAL SAINT MARTIN;SMALL BANG;SERIE TELEVISEE;75019;2016-08-10;2016-08-10;
CLEM/SAISON 7;CHRISTOPHE CAMPOS;101  AVENUE  DE LA REPUBLIQUE/LYCEE PREVERT;MERLIN PRODUCTIONS;SERIE TELEVISEE;75011;2016-08-30;2016-08-31;48.863529, 2.384508
CLEM/SAISON 7;CHRISTOPHE CAMPOS;PARC  MONTSOURIS;MERLIN PRODUCTIONS;SERIE TELEVISEE;75014;2016-09-02;2016-09-02;48.822372, 2.334367
CLEM/SAISON 7;CHRISTOPHE CAMPOS;25  AVENUE  REILLE;MERLIN PRODUCTIONS;SERIE TELEVISEE;75014;2016-09-02;2016-09-02;48.824071, 2.335778
SHOPPING KING LOUIS;LEE SANG YEOP;13  RUE  DE LA PAIX;MBC INCORPORATE;SERIE TELEVISEE;75002;2016-09-04;2016-09-04;48.869325, 2.331098
10%/SAISON 2;JEANNE HERRY;RUE  DE RIVOLI;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;2016-09-05;2016-09-05;48.861863, 2.338081
10%/SAISON 2;JEANNE HERRY;RUE  DES MARTYRS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-06;2016-09-06;48.878979, 2.339935
10%/SAISON 2;JEANNE HERRY;RUE  CHORON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-06;2016-09-06;48.877575, 2.341166
CLEM/SAISON 7;CHRISTOPHE CAMPOS;RUE  DE L'HOPITAL SAINT LOUIS;MERLIN PRODUCTIONS;SERIE TELEVISEE;75010;2016-09-12;2016-09-12;48.874928, 2.365405
10%/SAISON 2;JEANNE HERRY;3  AVENUE  MATIGNON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75008;2016-09-13;2016-09-13;48.869629, 2.311269
BLACKPILLS/RAISING HITLER;LOUIS FARGE;COURS  LA REINE;TOGETHER MEDIA 2;SERIE TELEVISEE;75008;2016-09-27;2016-09-27;48.864884, 2.303314
BLACKPILLS/RAISING HITLER;LOUIS FARGE;PONT  ALEXANDRE III;TOGETHER MEDIA 2;SERIE TELEVISEE;75008;2016-09-27;2016-09-27;
MAMAN A TORT;MARC FITOUSSI;BOULEVARD  VINCENT AURIOL;AVENUE B;LONG METRAGE;75013;2016-01-06;2016-01-06;48.83413, 2.36509
MAMAN A TORT;MARC FITOUSSI;83/87  AVENUE  D'ITALIE;AVENUE B;LONG METRAGE;75013;2016-01-07;2016-01-08;48.824038, 2.35843
OVERDRIVE;ANTONIO NEGRET;PLACE  DU TROCADERO ET DU 11 NOVEMBRE;OVERDRIVE PRODUCTIONS;LONG METRAGE;75016;2016-01-07;2016-01-07;48.862578, 2.287377
A 2H DE PARIS;VIRGINIE VERRIER;8  RUE  DE CHARTREUX;VIGO FILMS;LONG METRAGE;75006;2016-01-10;2016-01-10;48.842027, 2.335294
LA FILLE DE BREST;EMMANUELLE BERCOT;5 BIS  BOULEVARD  EXELMANS (BAR LE MATHUSALEM);HAUT ET COURT;LONG METRAGE;75016;2016-01-20;2016-01-20;48.842818, 2.261179
IRIS/EX CHAOS;JALIL LESPERT;19  RUE  DU CAPITAINE FERBER;WY PRODUCTIONS;LONG METRAGE;75020;2016-01-29;2016-01-29;48.866016, 2.40573
WAR MACHINE;DAVID MICHOD;PARC  DU CHAMP DE MARS;FIRSTEP;LONG METRAGE;75007;2016-01-30;2016-01-30;48.854395, 2.304772
WAR MACHINE;DAVID MICHOD;RUE  SCRIBE;FIRSTEP;LONG METRAGE;75009;2016-01-31;2016-01-31;48.871465, 2.330266
LA FILLE DE BREST;EMMANUELLE BERCOT;101  RUE  DE L'UNIVERSITE (ASSEMBLEE NATIONALE);HAUT ET COURT;LONG METRAGE;75007;2016-02-01;2016-02-01;48.861153, 2.320283
LA FILLE DE BREST;EMMANUELLE BERCOT;14  RUE  DUQUESNE (MINISTERE DE LA SANTE);HAUT ET COURT;LONG METRAGE;75007;2016-02-03;2016-02-05;48.852121, 2.309094
LA FILLE DE BREST;EMMANUELLE BERCOT;PLACE  DE FONTENOY;HAUT ET COURT;LONG METRAGE;75007;2016-02-03;2016-02-05;48.850078, 2.306084
MONSIEUR ET MADAME ADELMAN;NICOLAS BEDOS;2  AVENUE  DEROULEDE;LES FILMS DU KIOSQUE;LONG METRAGE;75015;2016-02-03;2016-02-03;48.850371, 2.299478
IRIS/EX CHAOS;JALIL LESPERT;16  RUE  ALFRED DE VIGNY;WY PRODUCTIONS;LONG METRAGE;75008;2016-02-03;2016-02-05;48.879373, 2.305186
IRIS/EX CHAOS;JALIL LESPERT;88/82  BOULEVARD  DE COURCELLES;WY PRODUCTIONS;LONG METRAGE;75017;2016-02-08;2016-02-08;48.879841, 2.305516
IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;AVENUE  RAPHAEL;NOLITA CINEMA;LONG METRAGE;75016;2016-02-08;2016-02-08;48.859301, 2.267741
LES EX;MAURICE BARTHELEMY;92/102  RUE  JEAN PIERRE TIMBAUD;RADAR FILMS;LONG METRAGE;75011;2016-10-04;2016-10-04;48.867009, 2.37456
LES EX;MAURICE BARTHELEMY;TERRE PLEIN  86 AVENUE DE BRETEUIL;RADAR FILMS;LONG METRAGE;75015;2016-10-05;2016-10-05;48.845834, 2.310959
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;BOULEVARD  DE COURCELLES;F COMME FILM;LONG METRAGE;75017;2016-04-14;2016-04-14;48.880124, 2.306904
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;15  RUE  POLIVEAU;F COMME FILM;LONG METRAGE;75005;2016-04-15;2016-04-15;48.840246, 2.360048
AURORE TABORT;BLANDINE LENOIR;72  QUAI  DE L'HOTEL DE VILLE;KARE PRODUCTIONS;LONG METRAGE;75004;2016-04-15;2016-04-15;48.854746, 2.35441
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;BOULEVARD  AUGUSTE BLANQUI;F COMME FILM;LONG METRAGE;75013;2016-04-16;2016-04-16;48.830203, 2.348162
BEFIKRE;ADITYA CHOPRA;PONT  ALEXANDRE III;FIRSTEP;LONG METRAGE;75008;2016-04-18;2016-04-18;
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;ECOLE  VULPIAN GERVAIS CORVISART;F COMME FILM;LONG METRAGE;75013;2016-04-18;2016-04-23;48.831737, 2.347686
LOLA PATER;NADIR MOKNECHE;74  RUE  DE LA ROQUETTE;BLUE MONDAY PRODUCTIONS;LONG METRAGE;75011;2016-04-18;2016-04-18;48.855768, 2.37523
MARIE FRANCINE;VALERIE LEMERCIER;11  RUE  PIRANDELLO;RECTANGLE PRODUCTIONS;LONG METRAGE;75013;2016-04-20;2016-04-20;48.836476, 2.355895
MARIE FRANCINE;VALERIE LEMERCIER;47  AVENUE  DES GOBELINS;RECTANGLE PRODUCTIONS;LONG METRAGE;75013;2016-04-20;2016-04-20;48.835179, 2.353281
MARIE FRANCINE;VALERIE LEMERCIER;34  RUE  GAY LUSSAC;RECTANGLE PRODUCTIONS;LONG METRAGE;75005;2016-04-20;2016-04-20;48.84447, 2.341796
DJANGO MELODIES;ETIENNE COMAR;RUE  DE LA BOULE ROUGE;CURIOSA FILMS;LONG METRAGE;75009;2016-04-22;2016-04-22;48.873479, 2.344846
BEFIKRE;ADITYA CHOPRA;125  RUE  VIEILLE DU TEMPLE;FIRSTEP;LONG METRAGE;75003;2016-04-22;2016-04-22;48.861386, 2.363272
BEFIKRE;ADITYA CHOPRA;AVENUE  DES CHAMPS ELYSEES;FIRSTEP;LONG METRAGE;75008;2016-04-22;2016-04-22;48.871088, 2.303634
AU REVOIR LA HAUT;ALBERT DUPONTEL;7  ROND POINT  DES CHAMPS ELYSEES;ADCB FILMS;LONG METRAGE;75008;2016-04-22;2016-04-23;48.868742, 2.309008
CHERCHEZ LA FEMME;SOU ABADI;AVENUE  FOCH (METRO PORTE DAUPHINE);THE FILM;LONG METRAGE;75016;2016-04-22;2016-04-22;48.870905, 2.277311
LA NIAQUE;CHAD CHENOUGA;RUE  RAMBUTEAU;TS PRODUCTIONS;LONG METRAGE;75001;2016-04-25;2016-04-25;48.86253, 2.348046
LA NIAQUE;CHAD CHENOUGA;RUE  DE LA COSSONNERIE;TS PRODUCTIONS;LONG METRAGE;75001;2016-04-25;2016-04-25;48.861539, 2.348699
BEFIKRE;ADITYA CHOPRA;3  RUE  DE CASTIGLIONE;FIRSTEP;LONG METRAGE;75001;2016-04-25;2016-04-25;48.865715, 2.327482
BEFIKRE;ADITYA CHOPRA;QUAI  DE L'ARCHEVECHE;FIRSTEP;LONG METRAGE;75004;2016-04-26;2016-04-26;48.852216, 2.352057
BEFIKRE;ADITYA CHOPRA;SQUARE  JEAN XXIII;FIRSTEP;LONG METRAGE;75004;2016-04-26;2016-04-26;48.852279, 2.351269
BEFIKRE;ADITYA CHOPRA;PLACE  CHARLES DE GAULLE;FIRSTEP;LONG METRAGE;75016;2016-04-27;2016-04-27;48.857023, 2.284497
BEFIKRE;ADITYA CHOPRA;AVENUE  CARNOT;FIRSTEP;LONG METRAGE;75017;2016-04-27;2016-04-27;48.876085, 2.293322
BEFIKRE;ADITYA CHOPRA;PLACE  VAUBAN;FIRSTEP;LONG METRAGE;75007;2016-04-27;2016-04-27;48.853056, 2.311754
MARIE FRANCINE;VALERIE LEMERCIER;PLACE  DE PASSY/RUE DU BOIS LE VENT N°1;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-04-27;2016-04-27;48.85757, 2.275779
LA NIAQUE;CHAD CHENOUGA;23  RUE  JEAN PIERRE TIMBAUD;TS PRODUCTIONS;LONG METRAGE;75011;2016-04-29;2016-04-29;48.865401, 2.368368
BEFIKRE;ADITYA CHOPRA;116  AVENUE  DES CHAMPS ELYSEES/LE LIDO;FIRSTEP;LONG METRAGE;75008;2016-04-29;2016-04-29;48.872265, 2.300938
MARIE FRANCINE;VALERIE LEMERCIER;75  BOULEVARD  MONTMORENCY;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-04-29;2016-04-29;48.850121, 2.261817
BEFIKRE;ADITYA CHOPRA;7BIS  RUE  DE L'AQUEDUC;FIRSTEP;LONG METRAGE;75010;2016-05-02;2016-05-02;48.880001, 2.358657
PLONGER;MELANIE LAURENT;2  RUE  BEAUREPAIRE;MOVE MOVIE;LONG METRAGE;75010;2016-05-04;2016-05-04;48.868902, 2.363321
FLEUVE NOIR;ERICK ZONCA;BOULEVARD  DE CLICHY/RUE FROMENTIN;CURIOSA FILMS;LONG METRAGE;75018;2016-05-04;2016-05-04;48.883667, 2.333761
BEFIKRE;ADITYA CHOPRA;AVENUE  DE WAGRAM;FIRSTEP;LONG METRAGE;75017;2016-05-08;2016-05-09;48.881523, 2.300611
CHERCHEZ LA FEMME;SOU ABADI;15  AVENUE  DU RECTEUR POINCARE;THE FILM;LONG METRAGE;75016;2016-05-10;2016-05-10;48.853169, 2.27133
MARIE FRANCINE;VALERIE LEMERCIER;SQUARE  TOLSTOI;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-05-10;2016-05-10;48.852778, 2.260998
FLORA63;STEPHANE ROBELIN;MARCHE*  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-10;2016-05-10;48.875537, 2.391546
FLORA63;STEPHANE ROBELIN;51  RUE  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-10;2016-05-10;48.873179, 2.381093
FLORA63;STEPHANE ROBELIN;8 ET 24  RUE  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-11;2016-05-11;48.875537, 2.391546
CHERCHEZ LA FEMME;SOU ABADI;PLACE  RHIN ET DANUBE;THE FILM;LONG METRAGE;75019;2016-05-12;2016-05-12;48.882152, 2.392917
CHERCHEZ LA FEMME;SOU ABADI;BOULEVARD  SERRURIER;THE FILM;LONG METRAGE;75019;2016-05-12;2016-05-12;48.882512, 2.396264
FLORA63;STEPHANE ROBELIN;19/21/23  RUE  DE BELLEVILLE;ICI ET LA PRODUCTIONS;LONG METRAGE;75019;2016-05-12;2016-05-12;48.872794, 2.378965
CHERCHEZ LA FEMME;SOU ABADI;PASSERELLE*  DES ARTS;THE FILM;LONG METRAGE;75001;2016-05-13;2016-05-13;
BEFIKRE;ADITYA CHOPRA;17  RUE  FRANKLIN ROOSEVEL/RESTAURANT LASSERRE;FIRSTEP;LONG METRAGE;75008;2016-05-16;2016-05-17;48.866313, 2.309996
DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;15  RUE  POLIVEAU;F COMME FILM;LONG METRAGE;75005;2016-05-16;2016-05-20;48.840246, 2.360048
RAID DINGUE;DANY BOON;AVENUE  CHARLES FLOQUET;PATHE TELEVISION;LONG METRAGE;75007;2016-05-17;2016-05-18;48.85425, 2.297083
BEFIKRE;ADITYA CHOPRA;PLACE  CLEMENCEAU;FIRSTEP;LONG METRAGE;75008;2016-05-17;2016-05-17;48.865397, 2.311428
RAID DINGUE;DANY BOON;RUE  PERIGNON;PATHE TELEVISION;LONG METRAGE;75007;2016-05-18;2016-05-18;48.847719, 2.309067
BEFIKRE;ADITYA CHOPRA;PLACE  DES VOGES;FIRSTEP;LONG METRAGE;75004;2016-05-18;2016-05-19;48.854978, 2.365625
PLONGER;MELANIE LAURENT;RUE  TROUSSEAU;MOVE MOVIE;LONG METRAGE;75011;2016-05-19;2016-05-19;48.851917, 2.379033
PLONGER;MELANIE LAURENT;RUE  DE LA MAIN D'OR;MOVE MOVIE;LONG METRAGE;75011;2016-05-19;2016-05-19;48.851645, 2.378303
PLONGER;MELANIE LAURENT;33  BOULEVARD  DE LA CHAPELLE;MOVE MOVIE;LONG METRAGE;75018;2016-05-20;2016-05-20;48.884395, 2.355889
ROCK ON 2;SHUJAAT SAUDAGAR;QUAI  DE GRENELLE;JET FILMS;LONG METRAGE;75015;2016-05-23;2016-05-23;48.851806, 2.285572
ALIBI.COM;PHILIPPE LACHEAU;SQUARE  JEAN AICARD;FECHNER FILMS;LONG METRAGE;75011;2016-05-25;2016-05-25;48.865696, 2.381095
BEFIKRE;ADITYA CHOPRA;RUE  DE L'ABREUVOIR;FIRSTEP;LONG METRAGE;75018;2016-05-27;2016-05-27;48.888211, 2.338886
VIVE LA CRISE;JEAN FRANCOIS DAVY;SQUARE  DE LA PLACE BITCHE;LES FILMS MONTAIGNE;LONG METRAGE;75019;2016-05-27;2016-05-27;48.889023, 2.379495
DANIEL;CYRIL MENNEGUN;PARVIS  DU SACRE COEUR;UNITE DE PRODUCTION;LONG METRAGE;75018;2016-05-27;2016-05-27;48.886199, 2.342895
RAID DINGUE;DANY BOON;PLACE  BEAUVAU;PATHE TELEVISION;LONG METRAGE;75008;2016-05-31;2016-05-31;48.871265, 2.316559
BEFIKRE;ADITYA CHOPRA;PLACE  DU PANTHEON;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.845716, 2.345984
BEFIKRE;ADITYA CHOPRA;RUE  DE LA MONTAGNE SAINTE GENEVIEVE;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.848024, 2.348461
BEFIKRE;ADITYA CHOPRA;RUE  SAINT ETIENNE DU MONT;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.846736, 2.348068
BEFIKRE;ADITYA CHOPRA;PLACE  SAINTE GENEVIEVE;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.846637, 2.347028
BEFIKRE;ADITYA CHOPRA;PLACE  DE L'ESTRAPADE;FIRSTEP;LONG METRAGE;75005;2016-05-31;2016-05-31;48.845058, 2.345069
BEFIKRE;ADITYA CHOPRA;BOULEVARD  BEAUMARCHAIS;FIRSTEP;LONG METRAGE;75011;2016-06-01;2016-06-01;48.857255, 2.368412
BEFIKRE;ADITYA CHOPRA;BOULEVARD  DU TEMPLE;FIRSTEP;LONG METRAGE;75004;2016-06-01;2016-06-01;48.859181, 2.353918
BEFIKRE;ADITYA CHOPRA;PLACE  DE LA REPUBLIQUE;FIRSTEP;LONG METRAGE;75010;2016-06-01;2016-06-01;48.868118, 2.362788
BEFIKRE;ADITYA CHOPRA;QUAI  DE BOURBON;FIRSTEP;LONG METRAGE;75004;2016-06-02;2016-06-02;48.853036, 2.355069
DANIEL;CYRIL MENNEGUN;43/45  RUE  DE LA BOETIE (SALLE GAVEAU);UNITE DE PRODUCTION;LONG METRAGE;75008;2016-06-02;2016-06-03;48.873526, 2.314183
RODIN;JACQUES DOILLON;6  PLACE  DES VOSGES (MAISON DE VICTOR HUGO);LES FILMS DU LENDEMAIN;LONG METRAGE;75004;2016-06-06;2016-06-06;
FLEUVE NOIR;ERICK ZONCA;82  RUE  RIQUET;CURIOSA FILMS;LONG METRAGE;75018;2016-06-07;2016-06-07;48.889994, 2.362761
VIVE LA CRISE;JEAN FRANCOIS DAVY;SQUARE  RENE VIVIANI;LES FILMS MONTAIGNE;LONG METRAGE;75005;2016-06-08;2016-06-08;
MARIE FRANCINE;VALERIE LEMERCIER;RUE  VITAL;RECTANGLE PRODUCTIONS;LONG METRAGE;75016;2016-06-10;2016-06-10;48.859313, 2.278726
LUMIERE AMOUREUSE;FRANCHIN DOM;EGLISE  SAINT GERVAIS;KOI FILMS;LONG METRAGE;75004;2016-06-13;2016-06-13;48.855529, 2.354117
LUMIERE AMOUREUSE;FRANCHIN DOM;PONT  LOUIS PHILIPPE;KOI FILMS;LONG METRAGE;75004;2016-06-13;2016-06-13;48.855368, 2.355793
LUMIERE AMOUREUSE;FRANCHIN DOM;RUE  LAMARCK;KOI FILMS;LONG METRAGE;75018;2016-06-14;2016-06-14;48.890117, 2.336994
VIVE LA CRISE;JEAN FRANCOIS DAVY;6  PLACE  DE BITCH;LES FILMS MONTAIGNE;LONG METRAGE;75019;2016-06-16;2016-06-16;48.889119, 2.379378
UNE VIE VIOLENTE;THIERRY DE PERRETI;108  RUE  SAINT LAZARE;LES FILMS VELVET;LONG METRAGE;75008;2016-06-16;2016-06-16;48.875559, 2.325348
UNE VIE VIOLENTE;THIERRY DE PERRETI;RUE  JOLIVET;LES FILMS VELVET;LONG METRAGE;75014;2016-06-16;2016-06-17;48.840874, 2.323854
UNE VIE VIOLENTE;THIERRY DE PERRETI;1  RUE  RENE PANHARD OU 292 RUE ST MARTIN;LES FILMS VELVET;LONG METRAGE;75013;2016-06-17;2016-06-17;48.838779, 2.359355
EMBRASSE MOI;CYPRIEN VIAL;2  RUE  TURGOT;NOLITA CINEMA;LONG METRAGE;75009;2016-06-20;2016-06-23;48.879892, 2.345636
LA MELODIE;RACHID HAMI;RUE  DU GENERAL FOY;MIZAR FILMS;LONG METRAGE;75008;2016-06-22;2016-06-22;48.878822, 2.317688
LA MELODIE;RACHID HAMI;7BIS  RUE  MICHEL CHASLES;MIZAR FILMS;LONG METRAGE;75012;2016-06-23;2016-06-23;48.846712, 2.373717
LA MELODIE;RACHID HAMI;RUE  DU GENERAL FOY;MIZAR FILMS;LONG METRAGE;75008;2016-06-23;2016-06-23;48.878822, 2.317688
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;22  AVENUE  DE LA SIBELLE;LOMA NASHA PRODUCTION;LONG METRAGE;75014;2016-06-27;2016-07-02;48.82549, 2.338066
BEFIKRE;ADITYA CHOPRA;ESCALIER  ENTRE R CARDINAL DUBOIS/SQUARE L. MICHEL;FIRSTEP;LONG METRAGE;75018;2016-06-30;2016-06-30;
120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;RUE  EDOUARD COLONNA;LES FILMS DE PIERRE;LONG METRAGE;75001;2016-07-02;2016-07-02;48.857892, 2.345601
EMBRASSE MOI;CYPRIEN VIAL;BOIS*  DE VINCENNES;NOLITA CINEMA;LONG METRAGE;75012;2016-07-05;2016-07-05;48.824166, 2.42055
LE RIRE DE MA MERE;COLOMBE SAVIGNAC;RUE  RENE COTY;LOMA NASHA PRODUCTION;LONG METRAGE;75014;2016-07-05;2016-07-05;48.829043, 2.334121
